country,first_subdivision,latitude,longitude,project_category,project_type,vintage_year,nft_age,num_owners,avg_price,last_price,num_price_chg,nft_state
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,15,3,23.426049236414148,25.465600472356563,1,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,BIOGAS,0,9,3,33.91244536555074,30.043745024291862,2,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,WATER,0,14,1,45.023108220521095,48.92289419867943,0,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,BIOGAS,0,16,2,23.174388518742315,20.41694857128361,0,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,BIOGAS,0,21,1,35.39649608582492,33.63919446835588,3,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,COOK_STV,0,13,2,35.65262383991727,35.31662916885804,1,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,21,1,18.951230961166708,21.298250830835336,0,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,HYDRO,0,9,2,25.90046665371947,23.673747664763706,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,BIOGAS,0,12,1,37.00359729464303,34.10473536223748,0,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,HYDRO,0,17,2,25.021310166068634,23.45144460846698,0,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,WIND,0,19,1,24.480390687026148,26.80112462395011,2,N/A
RWA,N/A,-1.9646631,30.0644358,WASTE_MGMT,EMM_RED,0,20,3,23.39083809263291,22.47272203358153,2,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,HYDRO,0,12,3,26.865061057535613,28.205663691377865,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,BIOGAS,0,15,4,37.01565009237155,38.321968157941484,0,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,HYDRO,0,14,3,25.92965790599441,29.820726136647604,0,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,16,1,33.881436119151324,28.63551092847913,1,N/A
RWA,N/A,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,13,2,35.39709696014985,33.892527750804945,1,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,13,1,28.801696223055295,24.982651089126456,2,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,HYDRO,0,16,3,30.684137250897063,29.922742509301322,2,N/A
MOZ,N/A,-19.302233,34.9144977,WASTE_MGMT,EMM_RED,0,15,1,18.83637966892746,16.800693552160595,1,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,BIOGAS,0,16,2,36.85346777777196,36.95850495845749,0,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,11,2,25.578621663139828,24.081893559978607,2,N/A
GIN,N/A,10.7226226,-10.7083587,FOREST_CONSERV,AGG_LAND_MGMT,0,12,1,35.36378320990228,36.39211225493137,2,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,16,1,29.12031790858909,26.921642371609284,2,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,BIOGAS,0,14,3,31.76487103194878,33.289045644917245,1,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,WIND,0,16,1,25.37405380473274,24.093521615090776,1,N/A
RWA,N/A,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,18,3,36.87066131758282,39.81610877013269,1,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,15,1,27.416294865769725,26.568812277919804,2,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,HYDRO,0,17,1,26.789663103484184,21.057416312566488,0,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,BIOGAS,0,13,3,47.06625546555238,47.28819460753585,2,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,16,2,23.239612301963323,23.71016464608864,1,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,BIOGAS,0,21,3,40.786860056239476,42.20907311369289,0,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,16,3,19.236657945661033,19.394519170714343,1,N/A
MMR,N/A,17.1750495,95.9999652,COMM_ENRGY_EFF,WATER,0,16,2,42.692526549545434,41.8801759021853,0,N/A
MMR,N/A,17.1750495,95.9999652,COMM_ENRGY_EFF,COOK_STV,0,16,1,43.61464331371023,44.01429818015009,0,N/A
RWA,N/A,-1.9646631,30.0644358,RENEW_ENERGY,HYDRO,0,20,2,29.093239905531224,25.311494687855465,1,N/A
IDN,N/A,-2.4833826,117.8902853,WASTE_MGMT,EMM_RED,0,17,2,19.27819153062746,20.057398744175146,0,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,HYDRO,0,21,3,27.327437532998516,26.812218515876186,0,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,SOLAR,0,15,1,28.586708870963367,31.995790886715433,0,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,HYDRO,0,12,1,31.19962144383624,31.853896967029083,0,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,SOLAR,0,12,1,24.918411795852336,22.25244969326991,3,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,WIND,0,11,4,24.676238639321927,23.11272203739485,1,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,WATER,0,18,2,28.894728312633664,31.207698773437606,1,N/A
IDN,N/A,-2.4833826,117.8902853,RENEW_ENERGY,HYDRO,0,14,1,24.791034625319572,27.41039277156224,1,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,11,2,26.560296672591047,24.39465772294947,0,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,20,2,31.71610878229968,32.33967549504466,3,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,BIOGAS,0,23,1,35.63284639943162,37.325871006751015,0,N/A
USA,N/A,39.7837304,-100.445882,RENEW_ENERGY,HYDRO,0,13,2,28.007000614562063,28.89216764732523,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,HYDRO,0,13,3,26.6304978971575,24.677578826733974,2,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,HYDRO,0,21,1,26.084231254513927,30.42776250019334,0,N/A
KEN,N/A,1.4419683,38.4313975,FOREST_CONSERV,AGG_LAND_MGMT,0,16,2,29.28670257799707,28.031265749204685,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,27,3,27.01893228812185,30.125941060319725,2,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,29.15675973286544,27.22974819695742,0,N/A
PER,N/A,-6.8699697,-75.0458515,FOREST_CONSERV,AGG_LAND_MGMT,0,19,2,33.20589994205255,34.39665213174909,2,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,WIND,0,12,1,23.353730803872757,23.836404945577254,3,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,16,1,31.12742146076831,29.91107302360498,4,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,HYDRO,0,17,3,22.633050391913283,25.0382825834751,2,N/A
FRA,N/A,46.603354,1.8883335,RENEW_ENERGY,SOLAR,0,16,1,27.128188532740452,30.47928185234643,0,N/A
HND,N/A,15.2572432,-86.0755145,FOREST_CONSERV,AGG_LAND_MGMT,0,17,4,31.384788280328728,31.068846310502877,0,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,BIOGAS,0,15,1,31.114975675649944,31.807637606691262,2,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,HYDRO,0,22,1,29.568858787470305,29.04528379087067,2,N/A
RWA,N/A,-1.9646631,30.0644358,WASTE_MGMT,EMM_RED,0,13,1,23.497887181654335,23.80422284312419,0,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,22,1,47.0670832151483,45.37122025830367,1,N/A
GTM,N/A,15.5855545,-90.345759,COMM_ENRGY_EFF,COOK_STV,0,18,2,30.18888232338604,23.345399041598707,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,COOK_STV,0,14,4,32.94849800339648,32.30021357384786,1,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,18,2,25.240242913542254,31.74891690899672,0,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,HYDRO,0,14,2,28.51284322963613,32.38124572560898,3,N/A
GTM,N/A,15.5855545,-90.345759,COMM_ENRGY_EFF,BIOGAS,0,15,3,25.688403445007054,26.757574645475064,0,N/A
RWA,N/A,-1.9646631,30.0644358,RENEW_ENERGY,SOLAR,0,12,2,30.621538650280876,35.97623106873978,1,N/A
FRA,N/A,46.603354,1.8883335,RENEW_ENERGY,HYDRO,0,19,1,23.424027141518607,24.435634901736993,1,N/A
KEN,N/A,1.4419683,38.4313975,COMM_ENRGY_EFF,WATER,0,14,2,24.009650649053366,25.945820016432915,0,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,SOLAR,0,12,2,30.377842405111654,26.625858344239383,3,N/A
FRA,N/A,46.603354,1.8883335,RENEW_ENERGY,SOLAR,0,9,2,30.050824150517865,28.223221528880334,0,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,COOK_STV,0,13,1,24.448030646077534,21.76599764938388,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,10,1,24.78318156067427,26.19485849001965,1,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,HYDRO,0,9,3,23.924123798092502,26.323112758371884,1,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,WIND,0,11,2,23.72214068204684,25.927892713563466,1,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,COOK_STV,0,8,2,45.931957794095894,43.878746645170146,0,N/A
IND,N/A,22.3511148,78.6677428,WASTE_MGMT,EMM_RED,0,15,2,19.51463715728249,20.100401402750904,2,N/A
PER,N/A,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,17,1,22.74720371064614,25.878166588729673,1,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,21,2,21.914531328250792,20.277063464775082,0,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,BIOGAS,0,14,1,31.932491494497675,32.13284409130926,0,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,HYDRO,0,14,1,20.844094808673553,26.39581722227327,2,N/A
PER,N/A,-6.8699697,-75.0458515,FOREST_CONSERV,AGG_LAND_MGMT,0,17,1,31.980700370711567,33.55833539422989,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,COOK_STV,0,12,2,45.38125052453918,44.90945774753108,0,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,COOK_STV,0,10,2,25.080356608986932,23.849593409823484,2,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,COOK_STV,0,16,2,32.18810245104225,33.01896830301375,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,18,3,25.043605223505715,28.06246137299958,1,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,WATER,0,16,2,36.01647218939006,33.05070049753263,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,11,2,45.50373090617517,46.81040334157944,1,N/A
ETH,N/A,10.2116702,38.6521203,FOREST_CONSERV,AGG_LAND_MGMT,0,15,1,30.42460044763815,28.45212077295265,0,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,HYDRO,0,15,3,28.067479109408474,29.726642568010952,0,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,COOK_STV,0,14,3,44.44676761888959,42.20849123029621,1,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,11,3,47.09417343180319,48.653178186937744,3,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,18,3,24.547577739922303,24.391126671093414,0,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,15,3,44.09338488590873,43.00004974263262,0,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,COOK_STV,0,14,1,25.306494068389622,27.0016666794314,0,N/A
BGR,N/A,42.6073975,25.4856617,WASTE_MGMT,EMM_RED,0,15,2,18.919861215435603,17.62328442287979,2,N/A
GBR,N/A,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,20,1,19.354845262917756,18.06471823372711,0,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,21,1,16.060262686131743,14.771401321821175,1,N/A
IDN,N/A,-2.4833826,117.8902853,RENEW_ENERGY,WIND,0,11,1,24.752044612502356,22.550526021474784,0,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,20,1,44.95608199504306,43.74458098427586,4,N/A
FRA,N/A,46.603354,1.8883335,FOREST_CONSERV,AGG_LAND_MGMT,0,13,4,34.28626263404254,34.21134559096792,0,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,16,2,25.24912096043327,24.696424982917076,0,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,WATER,0,14,2,31.756316690515426,32.576347597464,0,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,12,4,35.20704697126402,35.46456904549715,1,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,WIND,0,18,2,24.711992489160625,24.53244375709741,0,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,SOLAR,0,14,2,28.266284374575015,27.165444779731153,1,N/A
FRA,N/A,46.603354,1.8883335,RENEW_ENERGY,HYDRO,0,12,2,25.91237039026183,24.7401789143014,0,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,WATER,0,15,1,38.32307789024105,37.91896068498363,0,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,BIOGAS,0,6,4,45.9301970099504,44.66669459894463,2,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,HYDRO,0,29,2,25.429652326104538,29.280661313580605,1,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,COOK_STV,0,13,1,35.35768941522735,35.24433362625108,0,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,WATER,0,13,1,44.463511283065856,44.86893056000295,2,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,13,1,35.47762810839933,38.42133650843546,0,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,19,2,37.6977705801298,40.98315895423144,0,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,COOK_STV,0,19,2,34.470869760743064,32.73554136313828,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,BIOGAS,0,14,3,46.50763889562152,45.569540768527865,0,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,WATER,0,16,3,24.09211770050455,22.434719282061604,3,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,14,2,41.06339432347074,41.04423586143069,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,SOLAR,0,9,1,19.851618225550233,19.878083184485885,1,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,SOLAR,0,9,3,28.588600114341624,28.619687368958342,1,N/A
GTM,N/A,15.5855545,-90.345759,COMM_ENRGY_EFF,BIOGAS,0,16,3,24.169452058712647,24.60673948353294,2,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,WIND,0,20,1,26.39045556155069,24.550314392778645,1,N/A
NIC,N/A,12.6090157,-85.2936911,WASTE_MGMT,EMM_RED,0,17,1,18.642558321075036,18.34333693780994,2,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,17,1,18.71415694041524,24.983525580064374,2,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,13,1,34.20916127425351,33.67218391830793,1,N/A
ETH,N/A,10.2116702,38.6521203,WASTE_MGMT,EMM_RED,0,17,3,21.605520280590785,27.728827572473918,1,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,WIND,0,19,2,24.00420859486308,24.96719425807922,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,COOK_STV,0,17,4,44.51470816802147,43.59888993436959,0,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,WATER,0,21,2,34.72982758727819,36.84078226899249,2,N/A
GTM,N/A,15.5855545,-90.345759,COMM_ENRGY_EFF,BIOGAS,0,18,1,26.580840204566364,28.35119670345906,1,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,SOLAR,0,17,1,26.587605283936252,28.987556071352188,1,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,13,1,34.90487589245794,35.49374057678618,1,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,HYDRO,0,10,1,25.083883561435822,21.32882390029909,1,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,BIOGAS,0,15,2,26.955247014290993,27.515709381286854,2,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,10,2,34.079280126645294,34.22966597108149,1,N/A
MOZ,N/A,-19.302233,34.9144977,WASTE_MGMT,EMM_RED,0,17,2,18.57572407267054,13.339641027758347,1,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,WIND,0,12,4,25.39396219352185,27.419772513606553,0,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,COOK_STV,0,6,1,45.4202247297781,45.35169118629201,2,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,17,3,20.00053942940427,15.442802999645794,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,COOK_STV,0,21,3,31.555778955415263,33.65703998808057,3,N/A
USA,N/A,39.7837304,-100.445882,RENEW_ENERGY,SOLAR,0,19,2,32.8990137997011,29.061205041069584,1,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,WATER,0,17,2,46.859644728753835,49.09157237151825,0,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,19,3,35.553206934207424,35.23873337513604,4,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,WATER,0,22,3,34.82518320320481,39.271842676243985,2,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,20,2,23.50990335676616,22.62027121612434,0,N/A
NIC,N/A,12.6090157,-85.2936911,RENEW_ENERGY,SOLAR,0,10,1,26.617743001591705,23.83534120804385,0,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,SOLAR,0,12,1,29.683864067598446,29.540319692240452,1,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,SOLAR,0,13,3,26.005462685299,25.176093240650346,1,N/A
USA,N/A,39.7837304,-100.445882,COMM_ENRGY_EFF,BIOGAS,0,10,1,41.46948936576762,40.68513384121132,1,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,WIND,0,14,1,24.656807383856215,22.48896055380883,0,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,16,1,28.30910896954667,26.70736173603974,0,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,11,2,20.732772061313966,20.764438732820892,0,N/A
IND,N/A,22.3511148,78.6677428,FOREST_CONSERV,AGG_LAND_MGMT,0,16,2,28.637471068199453,30.12383612963019,0,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,WIND,0,18,2,25.98727922585273,22.964068415313463,0,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,11,2,21.589741299617657,22.459025782086393,0,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,21,2,25.81740311005567,27.973683078423818,0,N/A
KEN,N/A,1.4419683,38.4313975,FOREST_CONSERV,AGG_LAND_MGMT,0,16,2,29.306501402048323,27.759581487520865,0,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,BIOGAS,0,10,1,44.40401116991853,47.65439147430042,1,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,6,4,16.214654872656563,13.181224881368063,0,N/A
USA,N/A,39.7837304,-100.445882,RENEW_ENERGY,WIND,0,11,2,28.369235725066478,29.59056560869424,2,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,12,4,22.06760110774028,22.24555141317689,4,N/A
KEN,N/A,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,19,2,20.900634200838763,20.20887903623733,1,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,WATER,0,21,2,29.881560853411735,28.88100972420739,0,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,9,2,27.979369776580086,29.153971115235183,2,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,18,2,27.22011177729621,27.46224524220238,1,N/A
GIN,N/A,10.7226226,-10.7083587,FOREST_CONSERV,AGG_LAND_MGMT,0,11,2,33.61264765268054,35.37060337392831,1,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,WATER,0,9,3,44.431666102446336,44.87179104805254,1,N/A
RWA,N/A,-1.9646631,30.0644358,COMM_ENRGY_EFF,WATER,0,14,2,43.0405780530018,45.97740090205572,0,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,COOK_STV,0,19,1,45.78995204913726,44.40509940894358,3,N/A
MMR,N/A,17.1750495,95.9999652,RENEW_ENERGY,SOLAR,0,17,2,29.582988674352904,30.10768602319425,1,N/A
MOZ,N/A,-19.302233,34.9144977,RENEW_ENERGY,HYDRO,0,21,2,31.186988483007195,32.35411100428635,1,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,BIOGAS,0,7,1,25.32419249744406,26.072319050470124,0,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,20,4,33.49280692553382,33.438125092908734,0,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,COOK_STV,0,18,1,20.65845148928775,20.539513593822775,4,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,15,1,34.09219633533655,37.20318758176026,0,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,WATER,0,11,1,23.24878204478175,22.708041338866767,0,N/A
KEN,N/A,1.4419683,38.4313975,FOREST_CONSERV,AGG_LAND_MGMT,0,20,3,32.355815211465014,30.435578801909696,0,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,SOLAR,0,13,2,22.930889517536517,25.211503916532045,1,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,WATER,0,15,2,34.400832309474325,33.672525254974836,0,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,13,3,29.432615318371777,28.672783352013358,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,16,2,46.92752981249824,48.92340466419987,0,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,WIND,0,17,2,24.300270425063818,21.42047610014034,3,N/A
KEN,N/A,1.4419683,38.4313975,COMM_ENRGY_EFF,COOK_STV,0,13,1,26.147903739501757,24.523474360509365,1,N/A
IDN,N/A,-2.4833826,117.8902853,RENEW_ENERGY,SOLAR,0,7,2,24.630318533854627,23.899201356369247,1,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,COOK_STV,0,18,1,25.93276052043631,23.620900310259145,0,N/A
IDN,N/A,-2.4833826,117.8902853,WASTE_MGMT,EMM_RED,0,17,1,19.779941380707868,17.708240840906058,2,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,20,1,36.022668842237735,38.76297240289646,2,N/A
ETH,N/A,10.2116702,38.6521203,WASTE_MGMT,EMM_RED,0,18,3,19.118737603685112,20.90021401524614,1,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,COOK_STV,0,18,1,35.781617071838994,38.57849706682075,4,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,WIND,0,15,6,30.72890159406302,27.60049387263176,1,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,COOK_STV,0,17,4,32.604590256755586,33.726584068788235,0,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,15,2,49.746516088073506,47.95194972699252,2,N/A
RWA,N/A,-1.9646631,30.0644358,WASTE_MGMT,EMM_RED,0,13,2,25.0270475785449,27.427595708780405,2,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,WATER,0,13,2,22.19671100073215,13.840763364740686,0,N/A
MMR,N/A,17.1750495,95.9999652,RENEW_ENERGY,WIND,0,17,4,24.09382936325024,21.760246554163974,1,N/A
HND,N/A,15.2572432,-86.0755145,FOREST_CONSERV,AGG_LAND_MGMT,0,17,1,30.25427770981586,35.301327729369945,5,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,COOK_STV,0,10,2,37.37086937685181,38.01334123951804,0,N/A
USA,N/A,39.7837304,-100.445882,RENEW_ENERGY,SOLAR,0,16,4,27.795075140149734,28.237550984394993,1,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,SOLAR,0,15,2,27.516920207581325,28.993333292333915,2,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,COOK_STV,0,10,2,26.350594473638264,25.313129717621898,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,BIOGAS,0,17,1,43.968535135466624,45.04521605862954,0,N/A
MOZ,N/A,-19.302233,34.9144977,RENEW_ENERGY,HYDRO,0,13,1,24.66876346173865,24.91989408823129,4,N/A
MMR,N/A,17.1750495,95.9999652,RENEW_ENERGY,HYDRO,0,16,1,27.076892184648102,27.61629409670625,0,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,WATER,0,21,4,35.702188452155504,36.85746605153538,2,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,WATER,0,17,3,34.266648936256594,32.886819440549296,2,N/A
