country,first_subdivision,latitude,longitude,project_category,project_type,vintage_year,nft_age,num_owners,avg_price,last_price,num_price_chg,nft_state,token_pool_id,name_pool,pooling_version
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,WATER,0,14,1,43.40728299022452,42.34565147305466,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
IDN,,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,15,1,31.932947318348337,32.97278750528252,2,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
PER,,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,8,1,19.234893292215077,19.257072721990863,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
GBR,,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,12,1,18.93147932646649,21.106213459555534,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,11,4,27.47027735881829,26.277566874079607,1,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
PER,,-6.8699697,-75.0458515,COMM_ENRGY_EFF,COOK_STV,0,16,2,44.19520367019516,43.26214791016989,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
FRA,,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,12,2,17.254699489120494,17.804380172293957,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
RWA,,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,21,2,31.742173664044422,33.035569145204896,1,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
GBR,,54.7023545,-3.2765753,RENEW_ENERGY,HYDRO,0,9,1,26.00160169473363,26.611991515281417,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
KEN,,1.4419683,38.4313975,RENEW_ENERGY,SOLAR,0,12,4,29.402250446304965,30.98847910758194,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
GIN,,10.7226226,-10.7083587,WASTE_MGMT,EMM_RED,0,13,3,20.306452554971976,24.60401479135415,1,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
USA,,39.7837304,-100.445882,RENEW_ENERGY,WIND,0,9,2,29.463292036922997,28.80304057975325,0,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
IDN,,-2.4833826,117.8902853,RENEW_ENERGY,HYDRO,0,20,2,28.02089111932685,25.28405962386144,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
MMR,,17.1750495,95.9999652,COMM_ENRGY_EFF,COOK_STV,0,18,1,50.441880410433846,47.74611012133352,1,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
ETH,,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,9,4,36.36439355836738,37.97755396273861,1,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
RWA,,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,12,5,32.53220891609943,31.460874382556693,1,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
HND,,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,21,1,29.3420766507705,26.718316135358783,1,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
RWA,,-1.9646631,30.0644358,COMM_ENRGY_EFF,COOK_STV,0,15,3,45.219985182493325,41.47471465124094,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
KEN,,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,11,1,22.9526779066205,21.03940246186184,1,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
HND,,15.2572432,-86.0755145,COMM_ENRGY_EFF,BIOGAS,0,11,1,27.031880629818165,23.59376517673649,1,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
HND,,15.2572432,-86.0755145,COMM_ENRGY_EFF,WATER,0,14,1,24.51663000156632,22.905849126023465,2,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
RWA,,-1.9646631,30.0644358,COMM_ENRGY_EFF,WATER,0,11,1,48.08444417650178,46.74072083324901,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
KEN,,1.4419683,38.4313975,FOREST_CONSERV,AGG_LAND_MGMT,0,8,2,29.604508455295363,31.22753431877826,0,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
RWA,,-1.9646631,30.0644358,COMM_ENRGY_EFF,COOK_STV,0,10,1,42.810463411332414,41.0661573119755,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
PER,,-6.8699697,-75.0458515,RENEW_ENERGY,WIND,0,13,2,25.55109752518516,20.61391983234649,0,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,BIOGAS,0,15,3,47.96278560072092,46.17448411108919,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
FRA,,46.603354,1.8883335,COMM_ENRGY_EFF,BIOGAS,0,14,2,35.51040897382302,35.90262585143351,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,SOLAR,0,11,2,23.760210629277783,23.36437338296892,1,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,BIOGAS,0,16,3,48.556441681693286,50.30652203993409,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
GIN,,10.7226226,-10.7083587,COMM_ENRGY_EFF,WATER,0,13,1,33.07702948815312,33.98610991413084,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,WATER,0,8,2,46.33778705116507,43.02706615246153,3,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
IND,,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,11,3,25.66313167106578,24.830086230115192,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
ETH,,10.2116702,38.6521203,COMM_ENRGY_EFF,BIOGAS,0,15,1,34.76844333884061,34.1206737080154,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
BGR,,42.6073975,25.4856617,COMM_ENRGY_EFF,WATER,0,12,1,34.318656209497576,33.06183926611644,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
ETH,,10.2116702,38.6521203,COMM_ENRGY_EFF,COOK_STV,0,11,1,35.83560163117605,34.74573126709956,2,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,BIOGAS,0,13,2,51.80588525466447,50.3149546239636,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
BGR,,42.6073975,25.4856617,COMM_ENRGY_EFF,WATER,0,17,3,33.10182199599657,32.213459876334305,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
MOZ,,-19.302233,34.9144977,RENEW_ENERGY,SOLAR,0,12,2,25.73387348797989,27.97609279174559,1,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
RWA,,-1.9646631,30.0644358,RENEW_ENERGY,HYDRO,0,12,1,28.04916975740307,27.55774746127557,2,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,COOK_STV,0,13,6,47.81943053701393,49.41392075124897,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,BIOGAS,0,16,2,43.66500916005312,41.44513360722485,1,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
MMR,,17.1750495,95.9999652,COMM_ENRGY_EFF,WATER,0,19,4,43.7434965369947,43.19806811587255,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
USA,,39.7837304,-100.445882,FOREST_CONSERV,AGG_LAND_MGMT,0,10,2,35.12827364059812,36.55549975753788,1,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
MOZ,,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,17,2,36.17392011409,32.2208832676888,0,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
NIC,,12.6090157,-85.2936911,RENEW_ENERGY,HYDRO,0,13,2,26.44063077772865,21.22431345636624,0,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
GIN,,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,20,2,38.27757523445279,41.25383674072989,1,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
MOZ,,-19.302233,34.9144977,COMM_ENRGY_EFF,WATER,0,15,1,46.57362736066442,48.65693277530312,2,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
KHM,,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,16,1,21.728761872314895,23.897852962263865,4,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
PER,,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,15,1,43.59807061497307,42.337347236742254,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
ETH,,10.2116702,38.6521203,RENEW_ENERGY,HYDRO,0,17,1,25.70356963896709,24.852012142332622,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
MOZ,,-19.302233,34.9144977,RENEW_ENERGY,SOLAR,0,19,3,29.367694644005372,25.87836527105297,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
BGR,,42.6073975,25.4856617,COMM_ENRGY_EFF,WATER,0,9,1,33.160056060729,33.00820467994745,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
MMR,,17.1750495,95.9999652,RENEW_ENERGY,SOLAR,0,13,1,27.872733636494203,29.186931948877724,1,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
MOZ,,-19.302233,34.9144977,COMM_ENRGY_EFF,WATER,0,18,1,45.76635500131683,49.15932645347316,2,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
IDN,,-2.4833826,117.8902853,RENEW_ENERGY,HYDRO,0,16,4,25.81494983805476,25.749846625463533,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
HND,,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,18,3,26.93164265318581,27.37192165060015,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
MOZ,,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,20,2,49.45667068736719,46.704601295908006,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
BGR,,42.6073975,25.4856617,FOREST_CONSERV,AGG_LAND_MGMT,0,16,2,34.640975034689646,32.8840094226677,1,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
GTM,,15.5855545,-90.345759,RENEW_ENERGY,HYDRO,0,18,1,24.93725983212135,23.858567066777542,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
GIN,,10.7226226,-10.7083587,WASTE_MGMT,EMM_RED,0,16,1,22.15901284305032,21.59920475843446,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
IND,,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,23,4,29.6240350973252,29.053848746268244,1,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
PER,,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,16,1,20.316062781166806,18.610789208773287,1,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
HND,,15.2572432,-86.0755145,WASTE_MGMT,EMM_RED,0,24,3,17.984797265380607,13.56040166601572,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
FRA,,46.603354,1.8883335,RENEW_ENERGY,WIND,0,19,1,24.357754991106745,20.60222945355083,1,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
IDN,,-2.4833826,117.8902853,RENEW_ENERGY,HYDRO,0,22,2,25.66316508673033,29.890229620631665,0,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
USA,,39.7837304,-100.445882,FOREST_CONSERV,AGG_LAND_MGMT,0,15,1,34.238136245244085,37.36445057609456,4,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
BGR,,42.6073975,25.4856617,RENEW_ENERGY,SOLAR,0,18,1,23.80248663648809,21.171102465082228,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
